InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
544453,21179,NO JUNK MAIL METAL SIGN,1,2011-02-20 13:06:00,1.25,17214,United Kingdom,1.25
541497,90214J,"LETTER ""J"" BLING KEY RING",5,2011-01-18 15:19:00,0.83,15281,United Kingdom,4.1499999999999995
573266,20749,ASSORTED COLOUR MINI CASES,6,2011-10-28 12:40:00,7.95,15290,United Kingdom,47.7
573019,23374,RED SPOT PAPER GIFT BAG,10,2011-10-27 12:33:00,0.82,15145,United Kingdom,8.2
574319,82494L,WOODEN FRAME ANTIQUE WHITE ,48,2011-11-03 19:15:00,2.55,15482,United Kingdom,122.39999999999999
540025,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,48,2011-01-04 13:22:00,1.25,17428,United Kingdom,60.0
570211,23352,ROLL WRAP 50'S RED CHRISTMAS ,6,2011-10-09 11:15:00,1.25,13558,United Kingdom,7.5
567866,23019,SMALL APOTHECARY MEASURING JAR ,1,2011-09-22 14:13:00,8.25,16669,United Kingdom,8.25
578065,22815,CARD PSYCHEDELIC APPLES,9,2011-11-22 15:41:00,0.42,15281,United Kingdom,3.78
580482,22469,HEART OF WICKER SMALL,2,2011-12-04 12:44:00,1.65,16033,United Kingdom,3.3
578347,22069,BROWN  PIRATE TREASURE CHEST ,1,2011-11-24 09:26:00,3.29,15281,United Kingdom,3.29
572216,22196,SMALL HEART MEASURING SPOONS,2,2011-10-21 12:56:00,0.85,16015,United Kingdom,1.7
545410,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,6,2011-03-02 12:18:00,2.1,16670,United Kingdom,12.600000000000001
576864,22500,SET OF 2 TINS JARDIN DE PROVENCE,1,2011-11-16 16:06:00,4.95,12748,United Kingdom,4.95
561820,22432,WATERING CAN PINK BUNNY,1,2011-07-29 16:00:00,4.13,15281,United Kingdom,4.13
560223,21466,RED FLOWER CROCHET FOOD COVER,1,2011-07-15 15:32:00,3.75,16904,United Kingdom,3.75
568101,23378,PACK OF 12 50'S CHRISTMAS TISSUES,24,2011-09-23 15:21:00,0.39,15978,United Kingdom,9.36
559538,22863,SOAP DISH BROCANTE,1,2011-07-10 12:25:00,2.95,16880,United Kingdom,2.95
541104,85180B,PINK HEARTS LIGHT CHAIN ,4,2011-01-13 14:29:00,2.46,15281,United Kingdom,9.84
568510,23343,JUMBO BAG VINTAGE CHRISTMAS ,18,2011-09-27 12:26:00,2.08,13555,United Kingdom,37.44
540550,22423,REGENCY CAKESTAND 3 TIER,14,2011-01-10 09:11:00,12.75,12539,Spain,178.5
572096,22091,EMPIRE TISSUE BOX,5,2011-10-20 15:20:00,0.39,16813,United Kingdom,1.9500000000000002
541658,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1,2011-01-20 12:16:00,4.25,15529,United Kingdom,4.25
559308,22384,LUNCH BAG PINK POLKADOT,10,2011-07-07 13:05:00,1.65,13158,United Kingdom,16.5
577469,23164,REGENCY CAKE SLICE,1,2011-11-20 11:25:00,4.95,15009,United Kingdom,4.95
579062,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2011-11-28 10:29:00,2.95,17651,United Kingdom,17.700000000000003
547063,22027,TEA PARTY BIRTHDAY CARD,12,2011-03-20 13:33:00,0.42,14769,United Kingdom,5.04
581230,22138,BAKING SET 9 PIECE RETROSPOT ,6,2011-12-08 10:24:00,4.95,14291,United Kingdom,29.700000000000003
545046,85206A,CREAM FELT EASTER EGG BASKET,6,2011-02-27 11:42:00,1.65,16598,United Kingdom,9.899999999999999
578275,85034C,3 ROSE MORRIS BOXED CANDLES,12,2011-11-23 13:46:00,1.25,15916,United Kingdom,15.0
568726,23397,FOOT STOOL HOME SWEET HOME ,1,2011-09-28 16:35:00,9.95,16775,United Kingdom,9.95
574100,85099B,JUMBO BAG RED RETROSPOT,1,2011-11-03 10:13:00,2.08,14098,United Kingdom,2.08
571411,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,2011-10-17 12:33:00,6.95,17858,United Kingdom,27.8
540458,21883,STARS GIFT TAPE ,24,2011-01-07 12:28:00,0.19,12501,Germany,4.5600000000000005
573138,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-10-27 17:22:00,2.95,15023,United Kingdom,17.700000000000003
564840,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,1,2011-08-30 12:49:00,0.83,15281,United Kingdom,0.83
549738,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,2011-04-12 09:28:00,8.25,15281,Hong Kong,16.5
561655,23134,LARGE ZINC HEART WALL ORGANISER,256,2011-07-28 16:00:00,5.88,18102,United Kingdom,1505.28
580115,22980,PANTRY SCRUBBING BRUSH,1,2011-12-01 16:22:00,3.29,15281,United Kingdom,3.29
544800,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-02-23 13:45:00,4.95,15687,United Kingdom,14.850000000000001
553006,21987,PACK OF 6 SKULL PAPER CUPS,12,2011-05-12 16:45:00,0.65,15544,United Kingdom,7.800000000000001
569000,22398,MAGNETS PACK OF 4 SWALLOWS,12,2011-09-29 17:36:00,0.39,17015,United Kingdom,4.68
560225,23171,REGENCY TEA PLATE GREEN ,2,2011-07-15 16:27:00,3.29,15281,United Kingdom,6.58
555722,20701,PINK CAT FLORAL CUSHION COVER ,1,2011-06-06 16:06:00,4.13,15281,United Kingdom,4.13
565847,23375,50'S CHRISTMAS PAPER GIFT BAG,1,2011-09-07 12:44:00,1.63,15281,United Kingdom,1.63
571214,85099C,JUMBO  BAG BAROQUE BLACK WHITE,5,2011-10-14 12:56:00,2.08,14390,United Kingdom,10.4
574534,16237,SLEEPING CAT ERASERS,180,2011-11-04 14:26:00,0.16,15061,United Kingdom,28.8
577286,85150,LADIES & GENTLEMEN METAL SIGN,1,2011-11-18 12:39:00,2.55,14606,United Kingdom,2.55
556503,16168M,FUNKY MONKEY GIFT BAG MEDIUM,24,2011-06-13 08:44:00,0.42,13517,United Kingdom,10.08
580974,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2011-12-06 15:17:00,0.42,14293,United Kingdom,5.04
538814,22834,HAND WARMER BABUSHKA DESIGN,2,2010-12-14 12:30:00,2.1,15983,United Kingdom,4.2
579187,23378,PACK OF 12 50'S CHRISTMAS TISSUES,2,2011-11-28 15:31:00,0.83,15281,United Kingdom,1.66
572907,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-10-26 15:44:00,3.95,12827,United Kingdom,15.8
545657,22029,SPACEBOY BIRTHDAY CARD,12,2011-03-04 14:02:00,0.42,14911,EIRE,5.04
540997,22208,WOOD STAMP SET THANK YOU,48,2011-01-13 09:55:00,1.45,17368,United Kingdom,69.6
572726,85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,1,2011-10-25 15:19:00,1.25,16056,United Kingdom,1.25
541262,84950,ASSORTED COLOUR T-LIGHT HOLDER,6,2011-01-16 15:50:00,0.65,18069,United Kingdom,3.9000000000000004
559515,85099B,JUMBO BAG RED RETROSPOT,1,2011-07-08 15:58:00,4.13,15281,United Kingdom,4.13
549943,51020A,SUMMER FUN DESIGN SHOWER CAP,1,2011-04-13 12:09:00,0.29,13544,United Kingdom,0.29
573496,22355,CHARLOTTE BAG SUKI DESIGN,1,2011-10-31 11:59:00,0.85,17841,United Kingdom,0.85
544930,22723,SET OF 6 HERB TINS SKETCHBOOK,2,2011-02-24 18:26:00,3.95,17472,United Kingdom,7.9
554694,21787,RAIN PONCHO RETROSPOT,1,2011-05-25 17:06:00,1.63,15281,United Kingdom,1.63
554836,84987,SET OF 36 TEATIME PAPER DOILIES,12,2011-05-26 16:25:00,1.45,13015,United Kingdom,17.4
580262,23310,BUBBLEGUM RING ASSORTED,36,2011-12-02 12:42:00,0.42,16759,United Kingdom,15.12
580316,22961,JAM MAKING SET PRINTED,7,2011-12-02 15:25:00,1.45,18109,United Kingdom,10.15
566202,37327,ASSTD MULTICOLOUR CIRCLES MUG,18,2011-09-09 14:22:00,0.39,15652,United Kingdom,7.0200000000000005
567099,22133,PINK LOVE HEART SHAPE CUP,2,2011-09-16 13:31:00,0.85,15311,United Kingdom,1.7
549914,22897,OVEN MITT APPLES DESIGN,10,2011-04-13 09:32:00,1.45,14931,Channel Islands,14.5
573397,47504K,ENGLISH ROSE GARDEN SECATEURS,1,2011-10-30 15:19:00,0.79,15547,United Kingdom,0.79
537201,22867,HAND WARMER BIRD DESIGN,12,2010-12-05 14:19:00,2.1,12472,Germany,25.200000000000003
566603,21755,LOVE BUILDING BLOCK WORD,1,2011-09-13 16:12:00,12.46,15281,United Kingdom,12.46
570187,23534,WALL ART STOP FOR TEA ,3,2011-10-07 15:09:00,12.46,15281,United Kingdom,37.38
578944,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,1,2011-11-27 13:41:00,1.65,16005,United Kingdom,1.65
568690,21985,PACK OF 12 HEARTS DESIGN TISSUES ,12,2011-09-28 14:43:00,0.39,16332,United Kingdom,4.68
546406,22241,GARLAND WOODEN HAPPY EASTER,2,2011-03-11 16:21:00,2.46,15281,United Kingdom,4.92
580730,23115,RED APPLES CHOPPING BOARD   ,1,2011-12-05 17:28:00,10.79,15281,United Kingdom,10.79
569845,23394,POSTE FRANCE CUSHION COVER,4,2011-10-06 13:41:00,3.75,14819,United Kingdom,15.0
555551,22430,ENAMEL WATERING CAN CREAM,4,2011-06-05 13:32:00,4.95,14696,United Kingdom,19.8
577051,22400,MAGNETS PACK OF 4 HOME SWEET HOME,1,2011-11-17 14:02:00,0.39,14034,United Kingdom,0.39
579187,84923,PINK BUTTERFLY HANDBAG W BOBBLES,3,2011-11-28 15:31:00,4.13,15281,United Kingdom,12.39
563030,21164,HOME SWEET HOME METAL SIGN ,6,2011-08-11 14:36:00,2.95,14834,United Kingdom,17.700000000000003
564817,22815,CARD PSYCHEDELIC APPLES,7,2011-08-30 12:02:00,0.42,15281,United Kingdom,2.94
536544,20840,FRENCH FLORAL CUSHION COVER ,1,2010-12-01 14:32:00,9.32,15281,United Kingdom,9.32
577410,22580,ADVENT CALENDAR GINGHAM SACK,1,2011-11-20 10:59:00,5.95,14664,United Kingdom,5.95
574839,22644,CERAMIC CHERRY CAKE MONEY BANK,4,2011-11-07 11:40:00,1.45,15493,United Kingdom,5.8
540551,22371,AIRLINE BAG VINTAGE TOKYO 78,6,2011-01-10 09:43:00,4.21,15281,United Kingdom,25.259999999999998
553718,22502,PICNIC BASKET WICKER SMALL,1,2011-05-18 16:14:00,10.79,15281,United Kingdom,10.79
542354,22840,ROUND CAKE TIN VINTAGE RED,2,2011-01-27 12:19:00,7.95,14709,United Kingdom,15.9
581129,23109,PACK OF SIX LED TEA LIGHTS,6,2011-12-07 12:48:00,2.89,15498,United Kingdom,17.34
580136,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,12,2011-12-01 19:42:00,1.25,17841,United Kingdom,15.0
548011,21937,STRAWBERRY   PICNIC BAG,100,2011-03-29 11:14:00,2.55,14646,Netherlands,254.99999999999997
570183,22626,BLACK KITCHEN SCALES,2,2011-10-07 14:43:00,8.5,15208,United Kingdom,17.0
577507,20769,DAISY JOURNAL ,1,2011-11-20 12:42:00,2.55,14710,United Kingdom,2.55
579777,22419,LIPSTICK PEN RED,5,2011-11-30 15:13:00,0.83,15281,United Kingdom,4.1499999999999995
574079,85152,HAND OVER THE CHOCOLATE   SIGN ,1,2011-11-02 16:19:00,2.1,17595,United Kingdom,2.1
572096,21169,YOU'RE CONFUSING ME METAL SIGN ,2,2011-10-20 15:20:00,1.69,16813,United Kingdom,3.38
536404,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,2010-12-01 11:29:00,1.25,16218,United Kingdom,15.0
569843,23082,SET 6 PAPER TABLE LANTERN HEARTS ,1,2011-10-06 13:29:00,3.75,14449,United Kingdom,3.75
564634,21535,RED RETROSPOT SMALL MILK JUG,6,2011-08-26 12:36:00,2.55,14210,United Kingdom,15.299999999999999
564480,21163,DO NOT TOUCH MY STUFF DOOR HANGER ,24,2011-08-25 13:24:00,0.39,17656,United Kingdom,9.36
556218,22128,PARTY CONES CANDY ASSORTED,12,2011-06-09 14:18:00,1.25,17731,United Kingdom,15.0
551137,22257,FELT FARM ANIMAL SHEEP,1,2011-04-26 13:05:00,1.25,15581,United Kingdom,1.25
538349,22500,SET OF 2 TINS JARDIN DE PROVENCE,1,2010-12-10 14:59:00,11.02,15281,United Kingdom,11.02
581492,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,2,2011-12-09 10:03:00,4.13,15281,United Kingdom,8.26
543826,21889,WOODEN BOX OF DOMINOES,1,2011-02-14 09:41:00,2.46,15281,United Kingdom,2.46
554511,84919,BLUE CUSHION COVER WITH FLOWER,1,2011-05-24 15:52:00,5.79,15281,United Kingdom,5.79
537852,22562,MONSTERS STENCIL CRAFT,1,2010-12-08 15:56:00,1.25,17340,United Kingdom,1.25
549023,22267,EASTER DECORATION EGG BUNNY ,1,2011-04-05 16:27:00,2.46,15281,United Kingdom,2.46
570824,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2011-10-12 12:58:00,1.25,14299,United Kingdom,15.0
551160,20718,RED RETROSPOT SHOPPER BAG,10,2011-04-26 15:04:00,1.25,15237,United Kingdom,12.5
548562,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,2011-04-01 10:18:00,8.25,15281,Israel,16.5
565766,22227,HANGING HEART MIRROR DECORATION ,7,2011-09-06 14:23:00,0.65,17841,United Kingdom,4.55
581585,22398,MAGNETS PACK OF 4 SWALLOWS,12,2011-12-09 12:31:00,0.39,15804,United Kingdom,4.68
551185,23053,RECYCLED ACAPULCO MAT PINK,4,2011-04-27 09:21:00,8.25,16103,United Kingdom,33.0
561694,21733,RED HANGING HEART T-LIGHT HOLDER,6,2011-07-29 09:57:00,2.95,16147,United Kingdom,17.700000000000003
547555,21833,CAMOUFLAGE LED TORCH,12,2011-03-23 16:35:00,1.69,14075,United Kingdom,20.28
547537,20728,LUNCH BAG CARS BLUE,10,2011-03-23 15:16:00,1.65,13534,United Kingdom,16.5
544694,22730,ALARM CLOCK BAKELIKE IVORY,4,2011-02-23 09:30:00,3.75,17706,United Kingdom,15.0
540947,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,72,2011-01-12 12:43:00,1.69,15939,United Kingdom,121.67999999999999
547914,20719,WOODLAND CHARLOTTE BAG,30,2011-03-28 12:35:00,0.85,12594,Italy,25.5
547663,21576,LETS GO SHOPPING COTTON TOTE BAG,3,2011-03-24 13:16:00,2.25,16022,United Kingdom,6.75
580983,22644,CERAMIC CHERRY CAKE MONEY BANK,1,2011-12-06 16:26:00,3.29,15281,United Kingdom,3.29
554960,22199,FRYING PAN RED RETROSPOT,1,2011-05-27 15:18:00,8.29,15281,United Kingdom,8.29
557324,85132C,CHARLIE AND LOLA FIGURES TINS,1,2011-06-20 09:41:00,5.79,15281,United Kingdom,5.79
576019,23426,METAL SIGN DROP YOUR PANTS,6,2011-11-13 14:31:00,2.89,12865,Austria,17.34
557872,23111,PARISIENNE SEWING BOX,1,2011-06-23 12:42:00,12.5,14911,EIRE,12.5
574741,21787,RAIN PONCHO RETROSPOT,1,2011-11-06 16:13:00,0.85,15993,United Kingdom,0.85
569011,21485,RETROSPOT HEART HOT WATER BOTTLE,3,2011-09-30 08:14:00,4.95,14655,United Kingdom,14.850000000000001
558679,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,2011-07-01 10:58:00,2.1,17800,United Kingdom,2.1
537193,22470,HEART OF WICKER LARGE,12,2010-12-05 13:49:00,2.95,15023,United Kingdom,35.400000000000006
565931,POST,POSTAGE,2,2011-09-08 10:35:00,18.0,12683,France,36.0
565207,21899,GARAGE KEY FOB,2,2011-09-01 16:46:00,0.65,16764,United Kingdom,1.3
568168,23321,SMALL WHITE HEART OF WICKER,1,2011-09-25 12:46:00,1.65,15799,United Kingdom,1.65
576778,22144,CHRISTMAS CRAFT LITTLE FRIENDS,2,2011-11-16 13:24:00,2.1,16085,United Kingdom,4.2
559055,85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,1,2011-07-05 17:09:00,2.46,15281,United Kingdom,2.46
576339,85054,FRENCH ENAMEL POT W LID,1,2011-11-14 15:27:00,5.79,14096,United Kingdom,5.79
562517,85099F,JUMBO BAG STRAWBERRY,5,2011-08-05 12:27:00,2.08,15719,United Kingdom,10.4
541870,22303,COFFEE MUG APPLES DESIGN,1,2011-01-24 09:39:00,4.96,15281,United Kingdom,4.96
581412,21967,PACK OF 12 SKULL TISSUES,12,2011-12-08 14:38:00,0.39,14415,United Kingdom,4.68
568060,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2011-09-23 13:11:00,1.95,14546,United Kingdom,11.7
559441,22554,PLASTERS IN TIN WOODLAND ANIMALS,24,2011-07-08 12:22:00,1.65,12583,France,39.599999999999994
544918,20677,PINK POLKADOT BOWL,16,2011-02-24 16:30:00,1.25,13081,United Kingdom,20.0
557263,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,192,2011-06-19 11:08:00,2.55,14646,Netherlands,489.59999999999997
544081,22514,CHILDS GARDEN SPADE BLUE,2,2011-02-15 15:49:00,2.1,17819,United Kingdom,4.2
543533,21558,SKULL LUNCH BOX WITH CUTLERY ,1,2011-02-09 13:00:00,4.96,15281,United Kingdom,4.96
562708,23323,WHITE WICKER STAR ,4,2011-08-08 14:15:00,2.1,17085,United Kingdom,8.4
578250,22844,VINTAGE CREAM DOG FOOD CONTAINER,1,2011-11-23 12:43:00,8.5,15901,United Kingdom,8.5
559821,23008,DOLLY GIRL BABY GIFT SET,1,2011-07-12 17:09:00,16.95,16365,United Kingdom,16.95
539451,84558A,3D DOG PICTURE PLAYING CARDS,1,2010-12-17 16:59:00,5.91,15281,United Kingdom,5.91
575955,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-11-13 12:05:00,2.95,14044,United Kingdom,8.850000000000001
579777,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,2,2011-11-30 15:13:00,2.46,15281,United Kingdom,4.92
574950,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,2011-11-08 09:29:00,10.79,15281,United Kingdom,10.79
566721,22745,POPPY'S PLAYHOUSE BEDROOM ,6,2011-09-14 12:50:00,2.1,12921,United Kingdom,12.600000000000001
563430,22188,BLACK HEART CARD HOLDER,4,2011-08-16 11:50:00,3.95,14918,United Kingdom,15.8
580610,84970l,SINGLE HEART ZINC T-LIGHT HOLDER,2,2011-12-05 11:48:00,2.08,15281,United Kingdom,4.16
554382,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,6,2011-05-24 11:55:00,2.55,17365,United Kingdom,15.299999999999999
553896,22768,FAMILY PHOTO FRAME CORNICE,2,2011-05-19 17:22:00,9.95,13887,United Kingdom,19.9
577359,22549,PICTURE DOMINOES,2,2011-11-18 16:07:00,1.45,14903,United Kingdom,2.9
540977,84509G,SET OF 4 FAIRY CAKE PLACEMATS ,1,2011-01-12 15:01:00,3.36,15281,United Kingdom,3.36
564359,23084,RABBIT NIGHT LIGHT,4,2011-08-24 16:02:00,2.08,14056,United Kingdom,8.32
566571,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2011-09-13 12:49:00,8.5,17037,United Kingdom,17.0
568320,21790,VINTAGE SNAP CARDS,72,2011-09-26 13:35:00,0.72,17674,United Kingdom,51.839999999999996
540907,22550,HOLIDAY FUN LUDO,4,2011-01-12 11:52:00,3.75,13488,United Kingdom,15.0
580519,22726,ALARM CLOCK BAKELIKE GREEN,10,2011-12-04 14:51:00,8.29,15281,United Kingdom,82.89999999999999
537144,21881,CUTE CATS TAPE,1,2010-12-05 13:00:00,0.65,15880,United Kingdom,0.65
564756,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,4,2011-08-30 10:33:00,2.46,15281,United Kingdom,9.84
569897,21385,IVORY HANGING DECORATION  HEART,4,2011-10-06 16:01:00,0.85,17813,United Kingdom,3.4
561603,23285,PINK VINTAGE SPOT BEAKER,8,2011-07-28 12:06:00,0.85,14855,United Kingdom,6.8
557849,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-06-23 10:52:00,2.95,17613,United Kingdom,35.400000000000006
562717,21993,FLORAL FOLK STATIONERY SET,1,2011-08-08 15:42:00,2.46,15281,United Kingdom,2.46
581217,23005,TRAVEL CARD WALLET I LOVE LONDON,1,2011-12-08 09:20:00,0.83,15281,United Kingdom,0.83
575856,23377,PACK OF 12 DOLLY GIRL TISSUES,1,2011-11-11 12:28:00,0.39,16386,United Kingdom,0.39
541813,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,9,2011-01-21 15:36:00,2.55,18239,United Kingdom,22.95
541648,21786,POLKADOT RAIN HAT ,2,2011-01-20 11:15:00,0.42,17811,United Kingdom,0.84
571281,23110,PARISIENNE KEY CABINET ,8,2011-10-16 13:23:00,4.95,14088,United Kingdom,39.6
576051,21156,RETROSPOT CHILDRENS APRON,8,2011-11-13 14:45:00,1.95,14911,EIRE,15.6
568709,21169,YOU'RE CONFUSING ME METAL SIGN ,1,2011-09-28 15:42:00,1.69,15036,United Kingdom,1.69
550645,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20,2011-04-19 16:31:00,2.08,16098,United Kingdom,41.6
575477,21754,HOME BUILDING BLOCK WORD,1,2011-11-09 16:14:00,11.63,15281,United Kingdom,11.63
581013,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-12-07 09:32:00,1.65,17017,United Kingdom,19.799999999999997
552560,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2011-05-10 11:48:00,0.85,17581,United Kingdom,8.5
547964,22993,SET OF 4 PANTRY JELLY MOULDS,2,2011-03-28 15:45:00,2.46,15281,United Kingdom,4.92
544598,22107,PIZZA PLATE IN BOX,1,2011-02-21 18:10:00,7.46,15281,United Kingdom,7.46
569844,21245,GREEN POLKADOT PLATE ,24,2011-10-06 13:30:00,1.69,12626,Germany,40.56
566495,23200,JUMBO BAG PEARS,1,2011-09-13 11:14:00,2.08,15529,United Kingdom,2.08
579777,82580,BATHROOM METAL SIGN,1,2011-11-30 15:13:00,1.25,15281,United Kingdom,1.25
561685,21289,LARGE STRIPES CHOCOLATE GIFT BAG,16,2011-07-28 19:46:00,1.25,14315,United Kingdom,20.0
536876,21486,PINK HEART DOTS HOT WATER BOTTLE,2,2010-12-03 11:36:00,4.21,15281,United Kingdom,8.42
565917,22200,FRYING PAN PINK POLKADOT,1,2011-09-07 16:15:00,8.29,15281,United Kingdom,8.29
552533,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2011-05-10 09:41:00,1.69,13767,United Kingdom,54.08
538307,22624,IVORY KITCHEN SCALES,1,2010-12-10 13:27:00,8.5,14667,United Kingdom,8.5
537434,21980,PACK OF 12 RED RETROSPOT TISSUES ,1,2010-12-06 16:57:00,0.85,15281,United Kingdom,0.85
538517,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2010-12-12 16:05:00,3.75,17618,United Kingdom,3.75
580719,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,2011-12-05 16:54:00,2.55,14739,United Kingdom,102.0
572741,23354,6 GIFT TAGS 50'S CHRISTMAS ,12,2011-10-25 15:47:00,0.83,14341,United Kingdom,9.959999999999999
557875,22432,WATERING CAN PINK BUNNY,6,2011-06-23 13:09:00,1.95,13300,United Kingdom,11.7
540027,84823,DANISH ROSE FOLDING CHAIR,2,2011-01-04 13:30:00,7.95,14210,United Kingdom,15.9
575681,23103,JINGLE BELL HEART DECORATION,1,2011-11-10 15:32:00,1.65,16903,United Kingdom,1.65
554036,84946,ANTIQUE SILVER T-LIGHT GLASS,42,2011-05-20 14:11:00,1.25,13767,United Kingdom,52.5
581496,23598,PAPER BUNTING VINTAGE PARTY,6,2011-12-09 10:20:00,2.95,16558,United Kingdom,17.700000000000003
565231,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,2,2011-09-02 09:26:00,5.79,15281,United Kingdom,11.58
548987,82494L,WOODEN FRAME ANTIQUE WHITE ,2,2011-04-05 12:50:00,2.95,14535,United Kingdom,5.9
554929,22817,CARD SUKI BIRTHDAY,12,2011-05-27 13:16:00,0.42,13018,United Kingdom,5.04
550342,21327,SKULLS WRITING SET ,12,2011-04-17 15:55:00,1.65,13018,United Kingdom,19.799999999999997
537638,22817,CARD SUKI BIRTHDAY,1,2010-12-07 15:28:00,0.85,15281,United Kingdom,0.85
563213,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2011-08-14 12:55:00,2.08,16115,United Kingdom,4.16
568057,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,7,2011-09-23 12:56:00,4.13,15281,United Kingdom,28.91
570187,21907,I'M ON HOLIDAY METAL SIGN,1,2011-10-07 15:09:00,4.13,15281,United Kingdom,4.13
555923,15036,ASSORTED COLOURS SILK FAN,72,2011-06-07 17:09:00,1.63,15281,United Kingdom,117.35999999999999
538991,21484,CHICK GREY HOT WATER BOTTLE,36,2010-12-15 11:53:00,2.95,17511,United Kingdom,106.2
551277,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-04-27 13:06:00,2.95,13637,United Kingdom,11.8
575177,85032A,ROMANTIC IMAGES GIFT WRAP SET,1,2011-11-08 18:41:00,1.63,15281,United Kingdom,1.63
556428,21931,JUMBO STORAGE BAG SUKI,6,2011-06-10 13:23:00,4.13,15281,United Kingdom,24.78
555004,21039,RED RETROSPOT SHOPPING BAG,6,2011-05-31 09:37:00,2.55,13549,United Kingdom,15.299999999999999
554514,84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,5,2011-05-24 15:58:00,8.29,15281,United Kingdom,41.449999999999996
555923,85066,CREAM SWEETHEART MINI CHEST,1,2011-06-07 17:09:00,24.96,15281,United Kingdom,24.96
539439,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,12,2010-12-17 15:14:00,1.65,13869,United Kingdom,19.799999999999997
568408,21155,RED RETROSPOT PEG BAG,9,2011-09-27 10:40:00,4.96,15281,United Kingdom,44.64
548189,23193,BUFFALO BILL TREASURE BOOK BOX,8,2011-03-29 15:15:00,2.25,16607,United Kingdom,18.0
540995,85049G,CHOCOLATE BOX RIBBONS ,1,2011-01-13 09:30:00,2.46,15281,United Kingdom,2.46
560926,48188,DOORMAT WELCOME PUPPIES,1,2011-07-22 09:20:00,15.79,15281,United Kingdom,15.79
561325,23078,ICE CREAM PEN LIP GLOSS ,48,2011-07-26 13:46:00,1.25,17596,United Kingdom,60.0
577078,21154,RED RETROSPOT OVEN GLOVE ,1,2011-11-17 15:17:00,2.46,15281,United Kingdom,2.46
554961,84510a,SET OF 4 ENGLISH ROSE COASTERS,1,2011-05-27 15:19:00,2.46,15281,United Kingdom,2.46
552822,22630,DOLLY GIRL LUNCH BOX,4,2011-05-11 12:59:00,1.95,15521,United Kingdom,7.8
553889,22855,FINE WICKER HEART ,12,2011-05-19 16:31:00,1.25,13405,United Kingdom,15.0
542789,22759,SET OF 3 NOTEBOOKS IN PARCEL,96,2011-02-01 10:38:00,1.45,17511,United Kingdom,139.2
570428,22816,CARD MOTORBIKE SANTA,24,2011-10-10 14:02:00,0.42,15553,United Kingdom,10.08
563928,22662,LUNCH BAG DOLLY GIRL DESIGN,3,2011-08-21 15:17:00,1.65,17059,United Kingdom,4.949999999999999
556942,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,2011-06-15 16:42:00,1.65,14222,United Kingdom,19.799999999999997
571676,22593,CHRISTMAS GINGHAM STAR,1,2011-10-18 13:29:00,0.85,16910,United Kingdom,0.85
